ID,Type,Trend,Seasonality,Horizon,sMAPE,Model,sMAPE_ETS,sMAPE_Arima,sMAPE_cv,Model_cv,sMAPE_naive,sMAPE_snaive,sMAPE_drift
1840,FINANCE,1,Non-seasonal,4,4.335241283,Arima,3.992094865,5.467382331,3.992094865,ETS,2.903792356,8.98233342,4.389328486
1841,FINANCE,1,Non-seasonal,5,4.680351954,Arima,4.515286217,6.055311993,4.515286217,ETS,2.992171315,8.469925785,4.864032804
1842,FINANCE,1,Non-seasonal,6,4.722167915,Arima,4.362937419,6.354331223,4.362937419,ETS,2.564668386,8.162985747,4.663684344
1843,FINANCE,1,Non-seasonal,7,6.271014892,Arima,5.704424244,7.915559644,5.704424244,ETS,3.481404591,7.4086536,5.957643597
1844,FINANCE,1,Non-seasonal,8,7.733875649,Arima,7.210040717,9.594615301,7.210040717,ETS,4.576337215,6.996051323,7.416271653
1845,FINANCE,1,Non-seasonal,9,8.412052105,Arima,7.82680967,10.41593574,7.82680967,ETS,4.788844626,6.275017405,7.986451016
1846,FINANCE,1,Non-seasonal,10,9.425256421,Arima,8.80673695,11.44796074,8.80673695,ETS,5.373275104,6.366808952,8.920350052
1847,FINANCE,1,Non-seasonal,11,10.13151968,Arima,9.69967114,12.25579565,9.69967114,ETS,5.876381414,6.333096002,9.767735031
1848,FINANCE,1,Non-seasonal,12,10.40848754,Arima,10.1112507,12.65509653,10.1112507,ETS,5.900619202,6.319274241,10.13407057
1849,FINANCE,1,Non-seasonal,13,11.21898201,Arima,11.00500472,13.54294355,11.00500472,ETS,6.414296207,5.903744093,10.98327864
1850,FINANCE,1,Non-seasonal,14,11.69163387,Arima,11.64053124,14.16719632,11.64053124,ETS,6.671753879,5.68967572,11.57458507
1851,FINANCE,1,Non-seasonal,15,12.05006554,Arima,12.10498906,14.6980385,12.10498906,ETS,6.760346061,5.422749124,11.99516863
1852,FINANCE,1,Non-seasonal,16,12.53375699,Arima,12.62017062,15.24447753,12.62017062,ETS,6.903192651,5.174145688,12.46695914
1853,FINANCE,1,Non-seasonal,17,12.93324152,Arima,13.10851838,15.77443449,13.10851838,ETS,7.021916744,4.919258859,12.91233573
1854,FINANCE,1,Non-seasonal,18,12.99783904,Arima,13.27174011,16.05074494,13.27174011,ETS,6.815655853,4.806735299,13.03273086
1855,FINANCE,1,Non-seasonal,1,2.696398402,Arima(transform),1.38125869,1.562612114,1.562612114,Arima,2.606411773,0.653263837,2.466771118
1856,FINANCE,1,Non-seasonal,2,3.700626629,Arima(transform),2.637071928,3.116177889,3.116177889,Arima,4.102127783,1.84862328,3.892845701
1857,FINANCE,1,Non-seasonal,3,4.779748288,Arima(transform),3.6654305,4.143716482,4.143716482,Arima,5.584829476,2.151855789,5.306082219
1858,FINANCE,1,Non-seasonal,4,5.794347783,Arima(transform),4.527130858,5.871817456,5.871817456,Arima,7.131879095,1.992286938,6.783907667
1859,FINANCE,1,Non-seasonal,5,6.70076088,Arima(transform),5.156466868,7.991871235,7.991871235,Arima,7.828018208,1.617562355,7.410733476
1860,FINANCE,1,Non-seasonal,6,6.987333531,Arima(transform),5.670183749,9.132188771,9.132188771,Arima,7.68374914,1.783054774,7.196983166
1861,FINANCE,1,Non-seasonal,7,7.196652156,Arima(transform),6.110964843,9.874767401,9.874767401,Arima,7.66290999,2.100884713,7.106773718
1862,FINANCE,1,Non-seasonal,8,8.054107721,Arima(transform),6.707322676,11.15051052,11.15051052,Arima,8.190161649,3.300383838,7.565003397
1863,FINANCE,1,Non-seasonal,9,8.87625563,Arima(transform),7.423543552,12.27156938,12.27156938,Arima,8.531928872,4.505200095,7.837737387
1864,FINANCE,1,Non-seasonal,10,9.61881039,Arima(transform),7.990546198,13.23487115,13.23487115,Arima,9.024195698,5.530964971,8.261196124
1865,FINANCE,1,Non-seasonal,11,10.25142437,Arima(transform),8.499328163,14.03730118,14.03730118,Arima,9.480291646,6.372858072,8.648570756
1866,FINANCE,1,Non-seasonal,12,10.79955827,Arima(transform),8.983661375,14.72882605,14.72882605,Arima,9.88287656,7.034395784,8.982494852
1867,FINANCE,1,Non-seasonal,13,11.39096873,Arima(transform),9.463730967,15.41488889,15.41488889,Arima,10.38743695,7.608717091,9.418647082
1868,FINANCE,1,Non-seasonal,14,11.97633629,Arima(transform),9.950438332,16.09594329,16.09594329,Arima,10.92912335,8.167652536,9.892123999
1869,FINANCE,1,Non-seasonal,15,12.55950138,Arima(transform),10.43641404,16.71230822,16.71230822,Arima,11.53699226,8.576031889,10.4320624
1870,FINANCE,1,Non-seasonal,16,13.17617382,Arima(transform),10.91023918,17.32047751,17.32047751,Arima,12.2309651,8.818083665,11.05847823
1871,FINANCE,1,Non-seasonal,17,13.73170761,Arima(transform),11.31742548,17.82358431,17.82358431,Arima,12.73208038,8.892026303,11.49176354
1872,FINANCE,1,Non-seasonal,18,14.11616225,Arima(transform),11.7111284,18.12395963,18.12395963,Arima,12.97674027,8.820165576,11.66817262
1873,FINANCE,1,Non-seasonal,1,4.877439292,Arima(transform),4.819627888,4.877439292,4.877439292,Arima(transform),4.92159952,8.187666555,5.324254228
1874,FINANCE,1,Non-seasonal,2,2.893386135,Arima(transform),2.8201649,2.893386135,2.893386135,Arima(transform),2.766886103,5.044339667,2.758150526
1875,FINANCE,1,Non-seasonal,3,2.44596046,Arima(transform),2.386564407,2.44596046,2.44596046,Arima(transform),2.246001688,3.787052244,1.838876235
1876,FINANCE,1,Non-seasonal,4,2.500193692,Arima(transform),2.494357684,2.500193692,2.500193692,Arima(transform),2.283485517,3.328889972,1.57766234
1877,FINANCE,1,Non-seasonal,5,2.241898982,Arima(transform),2.245279364,2.241898982,2.241898982,Arima(transform),1.97084156,3.165106246,1.51778367
1878,FINANCE,1,Non-seasonal,6,2.049691701,Arima(transform),2.062874578,2.049691701,2.049691701,Arima(transform),1.728233523,3.058178937,1.577864366
1879,FINANCE,1,Non-seasonal,7,1.887763945,Arima(transform),1.919698104,1.887763945,1.887763945,Arima(transform),1.526758754,3.031467069,1.70515377
1880,FINANCE,1,Non-seasonal,8,1.809902741,Arima(transform),1.86183786,1.809902741,1.809902741,Arima(transform),1.411778482,2.971927853,1.813476132
1881,FINANCE,1,Non-seasonal,9,1.849929804,Arima(transform),1.881348176,1.849929804,1.849929804,Arima(transform),1.37494393,2.698432827,1.88850363
1882,FINANCE,1,Non-seasonal,10,2.0317187,Arima(transform),2.045251222,2.0317187,2.0317187,Arima(transform),1.483047606,2.54512626,1.849834992
1883,FINANCE,1,Non-seasonal,11,2.189373135,Arima(transform),2.176004289,2.189373135,2.189373135,Arima(transform),1.558371985,2.515850005,1.866529484
1884,FINANCE,1,Non-seasonal,12,2.297358384,Arima(transform),2.26641037,2.297358384,2.297358384,Arima(transform),1.593614876,2.471303061,1.94011517
1885,FINANCE,1,Non-seasonal,13,2.501882762,Arima(transform),2.458256548,2.501882762,2.501882762,Arima(transform),1.730522426,2.289209064,1.92484799
1886,FINANCE,1,Non-seasonal,14,2.681031129,Arima(transform),2.628572091,2.681031129,2.681031129,Arima(transform),1.846046017,2.185330985,1.940932811
1887,FINANCE,1,Non-seasonal,15,2.927354714,Arima(transform),2.869141874,2.927354714,2.927354714,Arima(transform),2.031967055,2.183566636,1.894469341
1888,FINANCE,1,Non-seasonal,16,3.329081808,Arima(transform),3.267620263,3.329081808,3.329081808,Arima(transform),2.375985167,2.246408685,1.856075345
1889,FINANCE,1,Non-seasonal,17,3.625663223,Arima(transform),3.5630038,3.625663223,3.625663223,Arima(transform),2.616917824,2.30505784,1.756545056
1890,FINANCE,1,Non-seasonal,18,3.884854672,Arima(transform),3.822708371,3.884854672,3.884854672,Arima(transform),2.822206575,2.358946226,1.697905654
1891,FINANCE,1,Monthly,1,0.499666189,Arima(transform),0.257199911,0.479861091,0.257199911,ETS,0.098162286,1.962698142,0.374989543
1892,FINANCE,1,Monthly,2,0.519790486,Arima(transform),0.262339767,0.524990435,0.262339767,ETS,0.138950099,1.886238805,0.56966211
1893,FINANCE,1,Monthly,3,0.594394952,Arima(transform),0.254020616,0.632830277,0.254020616,ETS,0.131103514,2.150996351,0.889165992
1894,FINANCE,1,Monthly,4,0.662408571,Arima(transform),0.312536346,0.758813233,0.312536346,ETS,0.228696133,2.264354145,1.267045263
1895,FINANCE,1,Monthly,5,0.611899518,Arima(transform),0.351890678,0.728937683,0.351890678,ETS,0.487791449,2.337456357,1.177532226
1896,FINANCE,1,Monthly,6,0.670196972,Arima(transform),0.512329065,0.659132955,0.512329065,ETS,0.584316908,2.26657888,1.271094527
1897,FINANCE,1,Monthly,7,0.889047303,Arima(transform),0.745508553,0.754223356,0.745508553,ETS,0.64050146,2.021166687,1.416406514
1898,FINANCE,1,Monthly,8,1.210929122,Arima(transform),1.013271026,0.952473379,1.013271026,ETS,0.671425005,1.815422459,1.593842281
1899,FINANCE,1,Monthly,9,1.56517054,Arima(transform),1.283249677,1.169122946,1.283249677,ETS,0.779457697,1.751056284,1.698524453
1900,FINANCE,1,Monthly,10,1.953658097,Arima(transform),1.552458722,1.400640392,1.552458722,ETS,0.900402068,1.768021052,1.793129956
1901,FINANCE,1,Monthly,11,2.381659751,Arima(transform),1.845831548,1.676104962,1.845831548,ETS,1.058513817,1.856913108,1.85244273
1902,FINANCE,1,Monthly,12,2.849332424,Arima(transform),2.20031942,1.999668529,2.20031942,ETS,1.297715323,2.029581341,1.831884963
1903,FINANCE,1,Monthly,13,3.345805194,Arima(transform),2.595707348,2.349926973,2.595707348,ETS,1.623526494,2.140644333,1.725453702
1904,FINANCE,1,Monthly,14,3.872176847,Arima(transform),3.015121722,2.723380089,3.015121722,ETS,1.990051686,2.328239706,1.625689985
1905,FINANCE,1,Monthly,15,4.377691751,Arima(transform),3.454916898,3.101007779,3.454916898,ETS,2.361938482,2.506734535,1.563945446
1906,FINANCE,1,Monthly,16,4.963344678,Arima(transform),3.952551336,3.540637608,3.952551336,ETS,2.790360918,2.796132299,1.585507044
1907,FINANCE,1,Monthly,17,5.512092985,Arima(transform),4.469594683,3.977872713,4.469594683,ETS,3.309246937,3.070877725,1.719884151
1908,FINANCE,1,Monthly,18,6.075283716,Arima(transform),4.971744596,4.414077965,4.971744596,ETS,3.741640285,3.351387374,1.786084701
1909,FINANCE,1,Non-seasonal,1,0.471243819,Arima,0.473478712,0.25572192,0.473478712,ETS,0.219692662,2.734223909,0.231976113
1910,FINANCE,1,Non-seasonal,2,0.714263539,Arima,0.717597587,0.559377552,0.717597587,ETS,0.336622097,2.18789336,0.339865056
1911,FINANCE,1,Non-seasonal,3,0.721778781,Arima,0.726215744,0.543175862,0.726215744,ETS,0.230997921,2.093574661,0.682796921
1912,FINANCE,1,Non-seasonal,4,0.851947255,Arima,0.857490823,0.676405615,0.857490823,ETS,0.231358856,1.783188391,0.902620077
1913,FINANCE,1,Non-seasonal,5,1.040035911,Arima,1.046689769,0.849560877,1.046689769,ETS,0.290747404,1.524221334,1.064070495
1914,FINANCE,1,Non-seasonal,6,1.15065744,Arima,1.158425418,0.954406255,1.158425418,ETS,0.273108568,1.450596651,1.302536541
1915,FINANCE,1,Non-seasonal,7,1.414272804,Arima,1.423158384,1.205865654,1.423158384,ETS,0.408646662,1.285396631,1.387562016
1916,FINANCE,1,Non-seasonal,8,1.68592916,Arima,1.695936005,1.469136936,1.695936005,ETS,0.552255517,1.13549627,1.464100873
1917,FINANCE,1,Non-seasonal,9,1.932081364,Arima,1.943213255,1.704307537,1.943213255,ETS,0.67030281,1.082256049,1.565709424
1918,FINANCE,1,Non-seasonal,10,2.213356446,Arima,2.225616902,1.976334121,2.225616902,ETS,0.823390247,1.132968768,1.631745875
1919,FINANCE,1,Non-seasonal,11,2.514332147,Arima,2.527724692,2.266967599,2.527724692,ETS,0.996066282,1.287008643,1.677633143
1920,FINANCE,1,Non-seasonal,12,2.851683728,Arima,2.866211669,2.594857097,2.866211669,ETS,1.205005691,1.471702855,1.686674338
1921,FINANCE,1,Non-seasonal,13,3.194773008,Arima,3.210439826,2.928045585,3.210439826,ETS,1.419542293,1.438526956,1.68952741
1922,FINANCE,1,Non-seasonal,14,3.55673885,Arima,3.57354781,3.28061126,3.57354781,ETS,1.652824565,1.520850361,1.673029825
1923,FINANCE,1,Non-seasonal,15,3.965311661,Arima,3.983265466,3.679658795,3.983265466,ETS,1.932627007,1.683844678,1.609375312
1924,FINANCE,1,Non-seasonal,16,4.407724996,Arima,4.426826274,4.11288065,4.426826274,ETS,2.246186143,1.945242671,1.511313302
1925,FINANCE,1,Non-seasonal,17,4.844463673,Arima,4.8647157,4.540443789,4.8647157,ETS,2.553923977,2.210952478,1.426367417
1926,FINANCE,1,Non-seasonal,18,5.259836631,Arima,5.281243071,4.94688256,5.281243071,ETS,2.84011125,2.445870992,1.354032222
1927,FINANCE,1,Non-seasonal,1,2.037177248,Arima(transform),10.11863078,0.168889271,2.037177248,Arima(transform),19.20774648,16.97307659,19.01356976
1928,FINANCE,1,Non-seasonal,2,3.201028694,Arima(transform),12.7762362,1.77954377,3.201028694,Arima(transform),21.78022183,15.56437821,21.490216
1929,FINANCE,1,Non-seasonal,3,6.724982966,Arima(transform),12.44256252,6.023751912,6.724982966,Arima(transform),15.49000653,17.57665158,15.49220222
1930,FINANCE,1,Non-seasonal,4,9.330907113,Arima(transform),15.68910474,8.459514879,9.330907113,Arima(transform),20.11318026,18.80508669,19.92495045
1931,FINANCE,1,Non-seasonal,5,12.69654919,Arima(transform),15.88600514,13.62396355,12.69654919,Arima(transform),17.70861964,20.40672279,17.75287878
1932,FINANCE,1,Non-seasonal,6,11.69181745,Arima(transform),13.50440117,11.78470409,11.69181745,Arima(transform),15.90509525,17.93273513,15.74715934
1933,FINANCE,1,Non-seasonal,7,10.34955555,Arima(transform),12.8369921,10.76095364,10.34955555,Arima(transform),16.08315388,16.77306637,15.7542793
1934,FINANCE,1,Non-seasonal,8,10.09741303,Arima(transform),13.16552849,9.903847992,10.09741303,Arima(transform),17.02397707,16.2524579,16.54411655
1935,FINANCE,1,Non-seasonal,9,11.09176413,Arima(transform),13.06135125,11.00341938,11.09176413,Arima(transform),15.59353476,16.34275497,15.36131484
1936,FINANCE,1,Non-seasonal,10,10.27218345,Arima(transform),12.3887831,10.61888027,10.27218345,Arima(transform),15.46162233,15.19156331,15.05922695
1937,FINANCE,1,Non-seasonal,11,9.440454749,Arima(transform),12.30122064,10.32271074,9.440454749,Arima(transform),15.80217907,15.24873217,15.2438933
1938,FINANCE,1,Non-seasonal,12,9.7426679,Arima(transform),11.99291118,10.63646194,9.7426679,Arima(transform),14.56114397,14.05381765,14.24324405
1939,FINANCE,1,Non-seasonal,13,9.165674145,Arima(transform),11.59206432,10.53968612,9.165674145,Arima(transform),14.54296232,13.90210072,14.0566474
1940,FINANCE,1,Non-seasonal,14,8.882195071,Arima(transform),11.08731609,10.49079736,8.882195071,Arima(transform),14.35736525,13.02795445,13.71282005
1941,FINANCE,1,Non-seasonal,15,8.891625062,Arima(transform),10.43849081,10.64124904,8.891625062,Arima(transform),13.7964218,13.01365523,13.00161961
1942,FINANCE,1,Non-seasonal,16,8.718118243,Arima(transform),10.75018862,9.989632716,8.718118243,Arima(transform),14.34211692,12.88050077,13.40598027
1943,FINANCE,1,Non-seasonal,17,10.03157055,Arima(transform),11.38420231,11.66340926,10.03157055,Arima(transform),14.35446901,14.07282744,13.66509017
1944,FINANCE,1,Non-seasonal,18,10.21604869,Arima(transform),11.00913381,11.91675103,10.21604869,Arima(transform),13.68296027,13.85646038,12.97272505
1945,FINANCE,1,Non-seasonal,1,0.268475382,Arima,0.424125248,0.268475382,0.424125248,ETS,1.023772341,14.61652464,0.550874199
1946,FINANCE,1,Non-seasonal,2,0.262636631,Arima,0.677494041,0.262636631,0.677494041,ETS,1.521899983,14.48972243,0.813687308
1947,FINANCE,1,Non-seasonal,3,0.209770262,Arima,0.941009764,0.209770262,0.941009764,ETS,1.999793447,14.27364437,1.057026406
1948,FINANCE,1,Non-seasonal,4,0.316772664,Arima,0.991611221,0.316772664,0.991611221,ETS,2.238740179,13.92951339,1.062128429
1949,FINANCE,1,Non-seasonal,5,0.641312603,Arima,0.91138876,0.641312603,0.91138876,ETS,2.324463147,13.35508025,0.914709963
1950,FINANCE,1,Non-seasonal,6,1.066132121,Arima,0.836077291,1.066132121,0.836077291,ETS,2.395755068,12.63672667,0.770936694
1951,FINANCE,1,Non-seasonal,7,1.520848663,Arima,0.827243351,1.520848663,0.827243351,ETS,2.516785058,11.90126636,0.663812456
1952,FINANCE,1,Non-seasonal,8,1.953817364,Arima,0.853196575,1.953817364,0.853196575,ETS,2.65809446,11.2320346,0.590136413
1953,FINANCE,1,Non-seasonal,9,2.315300271,Arima,0.920897209,2.315300271,0.920897209,ETS,2.828539792,10.70545672,0.526230266
1954,FINANCE,1,Non-seasonal,10,2.630020666,Arima,1.037955383,2.630020666,1.037955383,ETS,3.037349644,10.26874403,0.502236608
1955,FINANCE,1,Non-seasonal,11,2.952274682,Arima,1.130382822,2.952274682,1.130382822,ETS,3.211964714,9.853549536,0.46782921
1956,FINANCE,1,Non-seasonal,12,3.261644066,Arima,1.215201203,3.261644066,1.215201203,ETS,3.370598291,9.458717712,0.463487125
1957,FINANCE,1,Non-seasonal,13,3.573354571,Arima,1.279761431,3.573354571,1.279761431,ETS,3.501641307,10.16495821,0.497423937
1958,FINANCE,1,Non-seasonal,14,3.895225759,Arima,1.339738722,3.895225759,1.339738722,ETS,3.621651734,10.68929177,0.550641626
1959,FINANCE,1,Non-seasonal,15,4.19990888,Arima,1.426268424,4.19990888,1.426268424,ETS,3.762515967,11.08372068,0.589450542
1960,FINANCE,1,Non-seasonal,16,4.514890267,Arima,1.494020135,4.514890267,1.494020135,ETS,3.87959822,11.36380264,0.657184458
1961,FINANCE,1,Non-seasonal,17,4.841999349,Arima,1.556790155,4.841999349,1.556790155,ETS,3.987264727,11.52412166,0.738446868
1962,FINANCE,1,Non-seasonal,18,5.189403053,Arima,1.618841575,5.189403053,1.618841575,ETS,4.090278748,11.55761648,0.827679067
1963,FINANCE,1,Non-seasonal,1,0.927809189,Arima(transform),0.672108423,0.918498749,0.672108423,ETS,0.211584237,17.44804253,0.378465388
1964,FINANCE,1,Non-seasonal,2,0.586779227,Arima(transform),0.538608615,0.551688878,0.538608615,ETS,1.10645923,17.2884082,1.356622682
1965,FINANCE,1,Non-seasonal,3,0.479888051,Arima(transform),0.882885676,0.510753231,0.882885676,ETS,1.984667702,17.13558621,2.317980713
1966,FINANCE,1,Non-seasonal,4,0.406461123,Arima(transform),1.236255944,0.499018556,1.236255944,ETS,2.720227901,16.95360049,3.136562783
1967,FINANCE,1,Non-seasonal,5,0.384983738,Arima(transform),1.77211902,0.569599604,1.77211902,ETS,3.559262819,16.96658457,4.058434337
1968,FINANCE,1,Non-seasonal,6,0.444088758,Arima(transform),2.22665965,0.495392735,2.22665965,ETS,4.265347801,16.91041491,4.84722747
1969,FINANCE,1,Non-seasonal,7,0.493931548,Arima(transform),2.735034864,0.472871815,2.735034864,ETS,4.987212654,16.87242841,5.651611502
1970,FINANCE,1,Non-seasonal,8,0.907203398,Arima(transform),2.944751959,0.703110787,2.944751959,ETS,5.381133041,16.5343469,6.128074993
1971,FINANCE,1,Non-seasonal,9,1.415735313,Arima(transform),3.109951718,1.023488544,3.109951718,ETS,5.706607343,16.12135417,6.535993137
1972,FINANCE,1,Non-seasonal,10,1.927845448,Arima(transform),3.310504462,1.339200302,3.310504462,ETS,6.047548819,15.70393912,6.959227143
1973,FINANCE,1,Non-seasonal,11,2.425544398,Arima(transform),3.555492111,1.630250365,3.555492111,ETS,6.416198217,15.29240273,7.409999069
1974,FINANCE,1,Non-seasonal,12,3.021674479,Arima(transform),3.757959085,2.002726719,3.757959085,ETS,6.728266837,14.86478764,7.80410472
1975,FINANCE,1,Non-seasonal,13,3.671810574,Arima(transform),3.953707407,2.411475625,3.953707407,ETS,7.021550463,15.84852581,8.179306492
1976,FINANCE,1,Non-seasonal,14,4.422059707,Arima(transform),4.090703768,2.90241423,4.090703768,ETS,7.245798405,16.51680961,8.485425526
1977,FINANCE,1,Non-seasonal,15,5.191637881,Arima(transform),4.249738235,3.392458529,4.249738235,ETS,7.483064495,17.00434881,8.804413054
1978,FINANCE,1,Non-seasonal,16,6.015448428,Arima(transform),4.396071023,3.91443794,4.396071023,ETS,7.699851158,17.34064757,9.102821268
1979,FINANCE,1,Non-seasonal,17,6.939589528,Arima(transform),4.483954827,4.512436886,4.483954827,ETS,7.8514939,17.51812162,9.336066277
1980,FINANCE,1,Non-seasonal,18,7.82273613,Arima(transform),4.65763457,5.041554897,4.65763457,ETS,8.08280668,17.70168211,9.648710606
1981,FINANCE,1,Monthly,1,142.0474964,Arima(transform),153.1364847,142.0474964,153.1364847,ETS,117.1521833,98.28544949,117.0871443
1982,FINANCE,1,Monthly,2,106.4455843,Arima(transform),116.8159849,106.4455843,116.8159849,ETS,118.4144947,93.69653052,118.4454468
1983,FINANCE,1,Monthly,3,76.35053276,Arima(transform),106.3598409,76.35053276,106.3598409,ETS,120.1685338,64.89448734,120.2501841
1984,FINANCE,1,Monthly,4,67.73110389,Arima(transform),90.32179542,67.73110389,90.32179542,ETS,116.7323229,64.31154801,116.8643367
1985,FINANCE,1,Monthly,5,63.58853546,Arima(transform),74.27590433,63.58853546,74.27590433,ETS,106.8623044,60.81660799,107.0554164
1986,FINANCE,1,Monthly,6,53.14468373,Arima(transform),64.50997019,53.14468373,64.50997019,ETS,99.15978055,61.00238546,99.41028591
1987,FINANCE,1,Monthly,7,50.96582365,Arima(transform),55.30962111,50.96582365,55.30962111,ETS,96.19324614,58.02072645,96.49137895
1988,FINANCE,1,Monthly,8,51.77729112,Arima(transform),51.01002513,51.77729112,51.01002513,ETS,89.60766646,56.26347364,89.7744792
1989,FINANCE,1,Monthly,9,51.86227008,Arima(transform),48.00875324,51.86227008,48.00875324,ETS,86.75923047,56.29538803,86.99588839
1990,FINANCE,1,Monthly,10,54.33081935,Arima(transform),51.01022178,54.33081935,51.01022178,ETS,90.09138727,55.12603265,90.24117223
1991,FINANCE,1,Monthly,11,55.97154502,Arima(transform),48.29792249,55.97154502,48.29792249,ETS,86.59263156,56.56981191,86.63673335
1992,FINANCE,1,Monthly,12,53.6663926,Arima(transform),44.88801452,53.6663926,44.88801452,ETS,81.63265297,54.11173497,81.57635948
1993,FINANCE,1,Monthly,13,57.36175439,Arima(transform),48.38511465,57.36175439,48.38511465,ETS,77.61789906,50.18056355,77.46957904
1994,FINANCE,1,Monthly,14,55.73302896,Arima(transform),45.32011127,55.73302896,45.32011127,ETS,75.39261385,46.95520854,75.34778125
1995,FINANCE,1,Monthly,15,52.24503269,Arima(transform),46.08492127,52.24503269,46.08492127,ETS,77.11821264,45.52307102,77.1491917
1996,FINANCE,1,Monthly,16,53.46629388,Arima(transform),47.07974659,53.46629388,47.07974659,ETS,73.02598326,45.27878725,73.15290164
1997,FINANCE,1,Monthly,17,51.15370479,Arima(transform),47.02732483,51.15370479,47.02732483,ETS,75.34644704,43.16875237,75.53273266
1998,FINANCE,1,Monthly,18,53.3835167,Arima(transform),49.15951924,53.3835167,49.15951924,ETS,71.8775786,41.40909324,71.95571124
1999,FINANCE,1,Non-seasonal,1,0.279709672,Arima,0.482007767,0.279709672,0.560861996,Arima(transform),0.131514449,7.764869427,0.436260073
2000,FINANCE,1,Non-seasonal,2,1.281201349,Arima,1.506479989,1.281201349,1.785342626,Arima(transform),0.719635336,7.087418576,1.438129418
2001,FINANCE,1,Non-seasonal,3,0.976687161,Arima,1.22479106,0.976687161,1.705500712,Arima(transform),0.869082548,7.768287788,1.134004192
2002,FINANCE,1,Non-seasonal,4,1.246764723,Arima,1.348177248,1.246764723,1.384914307,Arima(transform),1.689219505,8.685525433,1.325042561
2003,FINANCE,1,Non-seasonal,5,1.27910623,Arima,1.283616999,1.27910623,1.245113092,Arima(transform),2.162477859,7.848210082,1.30980863
2004,FINANCE,1,Non-seasonal,6,1.454698538,Arima,1.387295296,1.454698538,1.075406032,Arima(transform),2.723779264,7.677221557,1.453562385
2005,FINANCE,1,Non-seasonal,7,1.772774485,Arima,1.64781554,1.772774485,1.014928989,Arima(transform),3.395453277,8.00651483,1.748796101
2006,FINANCE,1,Non-seasonal,8,1.7450522,Arima,1.571546601,1.7450522,1.132201667,Arima(transform),3.701268653,8.054213686,1.703845868
2007,FINANCE,1,Non-seasonal,9,1.717509752,Arima,1.501530173,1.717509752,1.282640632,Arima(transform),3.993359001,7.945809489,1.662823963
2008,FINANCE,1,Non-seasonal,10,1.704441423,Arima,1.450286673,1.704441423,1.442409364,Arima(transform),4.289874093,8.080543174,1.638901068
2009,FINANCE,1,Non-seasonal,11,1.629336524,Arima,1.340173236,1.629336524,1.681921334,Arima(transform),4.516859467,8.025705533,1.5548506
2010,FINANCE,1,Non-seasonal,12,1.648739393,Arima,1.326985288,1.648739393,1.840626288,Arima(transform),4.832302931,8.048745159,1.566741697
2011,FINANCE,1,Non-seasonal,13,1.710388457,Arima,1.3579384,1.710388457,1.967961119,Arima(transform),5.18512015,8.738986291,1.621982453
2012,FINANCE,1,Non-seasonal,14,1.797619968,Arima,1.415994895,1.797619968,2.078578742,Arima(transform),5.559471985,9.408040003,1.703673209
2013,FINANCE,1,Non-seasonal,15,1.823678837,Arima,1.4141176,1.823678837,2.257740044,Arima(transform),5.869418465,9.989902577,1.724884127
2014,FINANCE,1,Non-seasonal,16,1.855000579,Arima,1.418541086,1.855000579,2.437918256,Arima(transform),6.181687835,10.49841291,1.751922372
2015,FINANCE,1,Non-seasonal,17,1.940258832,Arima,1.477786093,1.940258832,2.569613405,Arima(transform),6.545133069,10.63392636,1.833363554
2016,FINANCE,1,Non-seasonal,18,1.970737304,Arima,1.483001368,1.970737304,2.760831093,Arima(transform),6.851671293,10.78486527,1.860411705
2017,FINANCE,0,Non-seasonal,1,1.709849161,ETS,1.709849161,1.90193083,1.709849161,ETS,1.709807647,16.44624519,1.179114205
2018,FINANCE,0,Non-seasonal,2,5.758938183,ETS,5.758938183,5.950792156,5.758938183,ETS,5.758896717,20.21475775,4.965370254
2019,FINANCE,0,Non-seasonal,3,7.672522612,ETS,7.672522612,7.864242469,7.672522612,ETS,7.672481174,20.7018099,6.617050751
2020,FINANCE,0,Non-seasonal,4,9.378395619,ETS,9.378395619,9.569954219,9.378395619,ETS,9.378354216,20.69337264,8.062618758
2021,FINANCE,0,Non-seasonal,5,10.34620012,ETS,10.34620012,10.5376697,10.34620012,ETS,10.34615873,19.63010692,8.770589947
2022,FINANCE,0,Non-seasonal,6,11.7727416,ETS,11.7727416,11.96402684,11.7727416,ETS,11.77270026,20.1395905,9.939863396
2023,FINANCE,0,Non-seasonal,7,12.76979908,ETS,12.76979908,12.96095663,12.76979908,ETS,12.76975777,20.85743437,10.68005528
2024,FINANCE,0,Non-seasonal,8,13.54068222,ETS,13.54068222,13.7317398,13.54068222,ETS,13.54064093,21.60352663,11.19475969
2025,FINANCE,0,Non-seasonal,9,13.81374846,ETS,13.81374846,14.00478336,13.81374846,ETS,13.81370717,21.90593026,11.21114908
2026,FINANCE,0,Non-seasonal,10,13.87682219,ETS,13.87682219,14.0678618,13.87682219,ETS,13.8767809,21.81972032,11.01787438
2027,FINANCE,0,Non-seasonal,11,14.48240305,ETS,14.48240305,14.67335295,14.48240305,ETS,14.48236177,21.74055808,11.37030868
2028,FINANCE,0,Non-seasonal,12,15.37633882,ETS,15.37633882,15.56712809,15.37633882,ETS,15.37629758,22.0296442,12.01412032
2029,FINANCE,0,Non-seasonal,13,16.02093147,ETS,16.02093147,16.21161122,16.02093147,ETS,16.02089026,23.27109634,12.40823511
